	IUCN.binomial	PD.Ref	Marine.Ref	M.M.P	IUCN.Order	ORD	Order	IUCN.Family	FAM	Family	IUCN.Genus	IUCN.Species	Common.names	Listed	Red.List.status	B.species	Population.trend	Island	TrophicDetail	TrophicDetail.Reduced	TrophicD	TrophicP	DietBreadth	TerrestrialityD	TerrestrialityP	HabMode	HabitatBreadth	ActivCycle	BodyMass.g	logBodyMass	AdultForearmLen.mm	logAdultForearmLen	AdultHeadBodyLen.mm	logAdultHeadBodyLen	AllGeogRange	logAllGeogRange	Current.GR	HomeRange.km2	logHomeRange	HomeRange.Indiv.km2	logHomeRange.Indiv.km2	PopDen.n.km2	logPopDen	SocGrpSz	logSocGrpSz	social	PopGrpSz	logPopGrpSz	SMA.d	logSMA	AgeatFirstBirth.d	logAgeFirstBirth	IBI.d	logIBI	LitSz	logLitSz	LitPerYear	logLitPerYear	TeatNo	logTeatNo	GestLen.d	logGestLen	NeonateBodyMass.g	logNeonateBodyMass	NeonateHeadBodyLen.mm	logNeonateHeadBodyLen.mm	AgeEyeOpen.d	WeanAge.d	logWeanAge	WeanBodyMass.g	logWeanBodyMass	logWeaningHeadBodyLen.mm	DispersAge.d	logDispersAge.d	MaxLifepsan.m	logMaxLifespan.m	P	BasalMetRate.mLO2hr	logBasalMetRate	BMR.lO2.hr	kcal.day	BMR.watts	logBMR.watts	BasalMetRateMass.g	brain.mass.g	logbrain.mass.g	GR.Area.km2	GR.MaxLat.dd	GR.MinLat.dd	GR.MidRangeLat.dd	GR.MaxLong.dd	GR.MinLong.dd	GR.MidRangeLong.dd	HuPopDen.Min.n.km2	HuPopDen.Mean.n.km2	HuPopDen.5p.n.km2	HuPopDen.Change	Precip.Mean.mm	logMeanPrecip	Temp.Mean.01degC	AET.Mean.mm	logAET	PET.Mean.mm	logPET	Freshwater	Coastal	Oceanic	births.on.land	All.Habitat	threatened.by.fishing.bycatch.	threatened.by.direct.hunting	threatened.by.pollution.	threatened.by.invasives.	threatened.by.development.dams.human.intrusion.	threatened.by.climate.change	All.threats	MedianNPPgC.m.2r	logMedianNPP	MinNPPgC.m.2r	MaxNPPgC.m.2r	MeanNPPgC.m.2r	StdNPP	MedianNPPgC.m.2r.1	Min.HII	Max.HII	Mean.HII	StdHII	MedianHII	logLSPop	logNPP	logDHI_CV	logMinimumFpar	logTotalAnnualFpar	Velocity	logVelocity	logLights2006	logGlob	GPP	LSPop	NPP	DHI_CV	MinimumFpar	TotalAnnualFpar	Lights2006	Glob
1664	Herpestes_edwardsii	700	NA	Placental	CARNIVORA	CAR	Carnivora	HERPESTIDAE	HER	Herpestidae	Herpestes	edwardsii	Indian_Grey_Mongoose	0	LC	NA	unknown	B	Carn	Carn	car	2	6	T	1	ter	1	D	1304.67	3.115500676	NA	NA	398.22	2.600123068	3473918	6.540819563	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	311.36	2.493262819	NA	NA	109.5	2.039414119	2	0.301029996	3.3	0.51851394	NA	NA	63.09	1.799960527	NA	NA	NA	NA	16.5	34.8	1.541579244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3629768.58	34.07	5.91	19.99	91.04	47.28	69.16	2	313.35	13	0.09	80.62	1.906442794	242.34	675.31	2.829503181	1418.79	3.151918119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.55	1.562887381	0.1	1867.2	413.082	0.1	365.5	0	640	230.649	79.6186	220	2.48367108	3.993969857	-0.434362255	1.171924388	2.870798587	1.320133939	0.120617996	0.647887512	1.041392685	8602.419628	304.5587488	3825.339457	0.367822037	14.8567696	742.6746276	4.445161172	11
1674	Herpestes_smithii	913	NA	Placental	CARNIVORA	CAR	Carnivora	HERPESTIDAE	HER	Herpestidae	Herpestes	smithii	Ruddy_Mongoose	0	LC	NA	decreasing	B	Carn	Carn	car	2	6	T	1	ter	1	N	1702.5	3.231087121	NA	NA	406.27	2.608814754	1493275	6.174139794	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	NA	NA	NA	NA	NA	2.5	0.397940009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1629561.03	24.51	5.91	15.21	87.87	72.5	80.19	22	321.15	90	0.08	99.82	1.999217566	258.68	822.86	2.915325951	1539.3	3.187323269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.23	1.604550033	0.1	1867.2	459.985	0.1	402.3	40	640	229.941	76.7837	220	2.430619238	3.814824361	-0.472358863	1.293086434	2.984465829	0.784041834	-0.105660764	0.593437147	1.041392685	11293.30105	269.5375261	4605.829067	0.337008719	19.63751067	964.8633914	3.921363901	11
2104	Lutrogale_perspicillata	778	NA	Placental	CARNIVORA	CAR	Carnivora	MUSTELIDAE	MUS	Mustelidae	Lutrogale	perspicillata	Smooth_coated_Otter_Indian_Smooth_coated_Otter	1	VU	NA	unknown	B	Piscivore.Invert	Piscivore.Invert	car	3	2	T	1	aqu	2	NA	8912.49	3.949999056	NA	NA	787.64	2.896327764	2604354	6.415700016	NA	5.31	0.725094521	6.35	0.802773725	4.42	0.645422269	NA	NA	N	NA	NA	943.94	2.97494439	NA	NA	NA	NA	3.24	0.51054501	NA	NA	NA	NA	63.31	1.801472314	NA	NA	NA	NA	NA	72.53	1.860517677	NA	NA	NA	NA	NA	180	2.255272505	NA	NA	NA	NA	NA	NA	NA	NA	64.72	1.811038509	5506788.05	32.54	-8.78	11.88	119.26	46.31	82.79	1	236.22	9	0.11	154.44	2.188759793	247.08	1084.91	3.035393712	1534.95	3.186094233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.47	1.573683693	0.1	1960.3	425.272	0.1	374.7	0	640	232.646	79.9279	220	2.401806774	3.951687603	-0.569952973	1.482706247	3.079416521	0.966002348	-0.015021818	0.519781717	1.041392685	14795.3865	252.2358274	6286.579474	0.269182627	30.3882889	1200.650266	3.30964732	11
2308	Melursus_ursinus	844	NA	Placental	CARNIVORA	CAR	Carnivora	URSIDAE	URS	Ursidae	Melursus	ursinus	Sloth_Bear	1	VU	NA	decreasing	B	Ginsect.Frug	Insect.Herb	omni	2	6	T	1	ter	1	B	99999.99	4.999999957	NA	NA	1595.23	3.202823308	1132364	6.053986054	NA	7.69	0.88592634	8.15	0.911157609	0.13	-0.886056648	1	0	N	NA	NA	1262.74	3.101313938	NA	NA	1095	3.039414119	1.54	0.187520721	NA	NA	NA	NA	203.36	2.308265533	NA	NA	NA	NA	21	194.67	2.289299029	NA	NA	NA	914.25	2.961064969	480	2.681241237	NA	12694.2	4.103605336	12.6942	1523.304	73.80266833	1.868072064	100747.02	280.25	2.447545621	417387.69	30.38	6.13	18.25	96.87	73.38	85.13	3	235.88	25	0.09	119.46	2.07722251	241.79	876.57	2.942786603	1432.48	3.156088567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.68	1.650113164	0.2	1825.3	574.6	0.2	446.8	10	600	219.677	79.174	220	2.342718123	3.779817473	-0.456724918	1.297833561	2.981033515	0.920147423	-0.036142586	0.448722137	1.041392685	10867.5144	220.1497129	4649.434677	0.349361531	19.85333913	957.2679427	2.810102342	11
2664	Mustela_subpalmata	951	NA	Placental	CARNIVORA	CAR	Carnivora	MUSTELIDAE	MUS	Mustelidae	Mustela	subpalmata	Egyptian_Weasel	0	LC	NA	stable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	218	2.338456494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51212.85	31.6	29.47	30.53	32.31	28.77	30.54	1	607.53	1	0.09	5.34	0.727541257	201.31	82.42	1.91603261	1384.66	3.141343147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	3.004792705	4.542767132	-0.606083288	1.134960973	2.771200148	1.379470198	0.139712322	1.67291804	1.041392685	12530.08622	1011.096729	7470.294502	0.247694699	13.64460516	590.4731412	47.08884515	11
4826	Vulpes_bengalensis	682	NA	Placental	CARNIVORA	CAR	Carnivora	CANIDAE	CAN	Canidae	Vulpes	bengalensis	Bengal_Fox_Indian_Fox	0	LC	NA	decreasing	C	Carn	Carn	car	2	6	T	1	ter	1	B	2514.4	3.400434368	NA	NA	521.66	2.717387537	3354123	6.525578985	NA	NA	NA	NA	NA	NA	NA	2	0.301029996	N	NA	NA	183	2.26245109	NA	NA	365	2.562292864	3.49	0.542825427	1	0	NA	NA	52.33	1.718750735	58.49	1.767081621	NA	NA	NA	22.5	1.352182518	NA	NA	NA	NA	NA	120	2.079181246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3182952.32	32.61	9.94	21.27	90.94	65.77	78.36	2	323.93	40	0.09	84.38	1.926239521	244.33	699.36	2.844700789	1422.91	3.153177432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.22	1.546789352	0.1	1839.4	384.931	0.1	352.2	0	640	229.939	80.7192	220	2.429037071	4.032926052	-0.414884978	1.096828134	2.81678679	1.288671594	0.110142256	0.593647944	1.041392685	7384.241265	268.5573677	3059.972149	0.384693654	12.49764355	655.8232216	3.923267713	11
1056	Cynopterus_sphinx	1082	NA	Placental	CHIROPTERA	CHI	Chiroptera	PTEROPODIDAE	PTE	Pteropodidae	Cynopterus	sphinx	Greater_Shortnosed_Fruit_Bat_Greater_Short_nosed_Fruit_Bat_Short_nosed_Fruit_Bat_Short_nosed_Indian_Fruit_Bat	0	LC	NA	increasing	B	Frug	Frug	her	1	2	T	2	vol	1	NA	44.71	1.65040467	71	1.851258349	98.99	1.995591324	5484221	6.739114947	NA	NA	NA	NA	NA	NA	NA	20	1.322219295	Y	4	0.602059991	312.99	2.495530462	319.37	2.504294118	NA	NA	1.5	0.176091259	2	0.301029996	NA	NA	120	2.079181246	11	1.041392685	NA	NA	0	32.49	1.511749711	25	1.397940009	NA	NA	NA	NA	NA	0.224656594	NA	NA	NA	NA	NA	NA	NA	1.199	0.078819183	5648557.98	33.2	-5.94	13.63	119.33	67.57	93.45	1	242.36	10	0.09	138.22	2.140570889	233.8	1018.32	3.007884273	1479.68	3.170167804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.12	1.826851948	0.1	2185.3	728.08	0.1	671.2	0	640	201.294	87.1588	180	2.398943714	3.986618728	-0.567899489	1.473820785	3.075524819	1.047112255	0.019993242	0.471735681	1.041392685	14776.87623	250.5784473	6348.684878	0.270458423	29.77287572	1189.93933	2.963027491	11
1719	Hipposideros_fulvus	1096	NA	Placental	CHIROPTERA	CHI	Chiroptera	HIPPOSIDERIDAE	HIO	Hipposideridae	Hipposideros	fulvus	Fulvus_Leaf_nosed_Bat_Fulvus_Roundleaf_Bat	0	LC	NA	stable	B	Ainsect	Insect	car	3	1	T	2	vol	1	NA	8.83	0.945960704	40.87	1.611404638	NA	NA	3434407	6.535851761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	551.01	2.741159481	719.86	2.857248042	NA	NA	1	0	1	0	NA	NA	161.65	2.208575709	2.34	0.369215857	NA	NA	NA	36.58	1.563243701	4.5	0.653212514	NA	NA	NA	144	2.158362492	-0.29274819	NA	NA	NA	NA	NA	NA	NA	0.237125	-0.625022656	3335652.43	34.99	5.91	20.45	94	58.44	76.22	4	325.04	10	0.1	85.87	1.933841463	245.52	689.19	2.838338967	1429.78	3.155269218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.05	1.568788212	0.1	1867.2	413.942	0.1	370.5	0	640	225.143	82.8172	220	2.41221274	3.9063347	-0.418733585	1.137028775	2.849877084	1.111587549	0.045943674	0.582710207	1.041392685	8102.97187	258.3525428	3298.131104	0.381299657	13.709726	707.7454467	3.825693799	11
1750	Hipposideros_speoris	1128	NA	Placental	CHIROPTERA	CHI	Chiroptera	HIPPOSIDERIDAE	HIO	Hipposideridae	Hipposideros	speoris	Schneider.s_Roundleaf_Bat_Schneider.s_Leaf_nosed_Bat	0	LC	NA	stable	B	Ainsect	Insect	car	3	1	T	2	vol	1	NA	10.39	1.016615548	51.49	1.711722892	NA	NA	359367	5.555538194	NA	NA	NA	NA	NA	NA	NA	300	2.698970004	Y	300	2.477121255	271.84	2.434313362	443.57	2.646962166	NA	NA	0.99	-0.004364805	1	0	NA	NA	139.13	2.143420785	2.1	0.322219295	NA	NA	10	48.38	1.684665864	6.31	0.800029359	NA	NA	NA	NA	NA	-0.220950994	NA	NA	NA	NA	NA	NA	NA	0.284	-0.54668166	1072136.01	30.46	5.91	18.18	86.6	71.87	79.24	22	370	90	0.08	96.08	1.982632994	262.41	857.62	2.9332949	1583.28	3.199557726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.43	1.822364252	16	1867.2	751.929	16	664.3	40	640	234.633	82.9955	220	2.499055665	3.8921795	-0.48210171	1.29671168	2.981530581	0.819635816	-0.086379072	0.673918017	1.041392685	11975.16246	315.5409037	4928.646374	0.329532528	19.80211963	958.3641982	4.719739368	11
2778	Myotis_pequinius	1792	NA	Placental	CHIROPTERA	CHI	Chiroptera	VESPERTILIONIDAE	VES	Vespertilionidae	Myotis	pequinius	Peking_Myotis	0	LC	NA	unknown	C	NA	NA	car	3	NA	T	2	vol	1	NA	NA	NA	48.99	1.690107439	NA	NA	2915	3.464638559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	273300.51	41.45	30.94	36.2	122.7	114.55	118.62	44	530.05	101	0.04	54.68	1.737828506	114.57	692.59	2.840476217	873.25	2.941138594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.13	1.749195042	75.8	1046.4	559.544	75.8	561.3	0	500	251.427	104.837	260	2.57250608	3.845202345	-0.354665304	1.216742685	2.950163684	1.162929554	0.065553408	0.932655895	1.041392685	8490.190123	373.6853572	3790.73397	0.441910882	16.47186163	891.5869116	8.563590573	11
3462	Pipistrellus_ceylonicus	1074	NA	Placental	CHIROPTERA	CHI	Chiroptera	VESPERTILIONIDAE	VES	Vespertilionidae	Pipistrellus	ceylonicus	Kelaart.s_Pipistrelle	0	LC	NA	stable	B	Ainsect	Insect	car	3	1	T	2	vol	1	NA	8.05	0.90579588	41.49	1.617943435	NA	NA	3852777	6.585773873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	280.56	2.448025753	NA	NA	NA	NA	1.98	0.29666519	1	0	NA	NA	52.32	1.718667735	1.26	0.100370545	NA	NA	NA	27.5	1.439332694	4.19	0.622214023	NA	NA	NA	NA	NA	0.013083333	NA	NA	NA	NA	NA	NA	NA	0.1831665	-0.737153953	4109017.25	33.31	4.21	18.76	119.26	67.18	93.22	1	302.52	14	0.1	107.89	2.032981193	238.94	830.27	2.919219346	1414.94	3.150738024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.45	1.637989781	0.1	1867.2	533.989	0.1	434.5	0	640	217.054	83.5518	220	2.509814994	3.93006743	-0.489773951	1.323950059	2.997773259	0.878677544	-0.056170473	0.586925885	1.041392685	12275.06059	323.4558377	5338.30224	0.32376213	21.08385685	994.8858617	3.863010468	11
3503	Pipistrellus_tenuis	1120	NA	Placental	CHIROPTERA	CHI	Chiroptera	VESPERTILIONIDAE	VES	Vespertilionidae	Pipistrellus	tenuis	Least_Pipistrelle_Indian_Pygmy_Bat	0	LC	NA	stable	B	Ainsect	Insect	car	3	1	T	2	vol	1	NA	3.48	0.541579244	29.93	1.476106717	NA	NA	9015230	6.954976811	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y	20	1.301029996	53.57	1.728921646	113.55	2.055187139	NA	NA	1.92	0.283301229	3	0.477121255	NA	NA	61.27	1.78724788	0.53	-0.27572413	NA	NA	4	44.8	1.651278014	1.5	0.176091259	NA	NA	NA	NA	NA	0.394934499	NA	NA	NA	NA	NA	NA	NA	0.115	-0.93930216	7367449.16	36.25	-10.57	12.84	130.87	66.76	98.82	1	243.64	12	0.1	130.16	2.11447754	228.99	965.15	2.984594815	1461.98	3.164941431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.03	1.763652571	0.1	2200.6	648.415	0.1	580.3	0	640	184.494	92.0556	180	2.370997325	4.00310403	-0.556064101	1.448685463	3.052416043	0.95071332	-0.021950421	0.490157613	1.041392685	14101.66141	234.9618351	5991.949522	0.277930302	28.09865056	1128.277801	3.091417156	11
3757	Pteropus_giganteus	1211	NA	Placental	CHIROPTERA	CHI	Chiroptera	PTEROPODIDAE	PTE	Pteropodidae	Pteropus	giganteus	Indian_Flying_Fox_Indian_Flying_fox	0	LC	NA	decreasing	B	Frug	Frug	her	1	1	T	2	vol	1	NA	824.85	2.916374979	177.97	2.2503468	NA	NA	3443625	6.537015852	NA	NA	NA	NA	NA	NA	NA	1000	3	Y	550	2.740362689	395.29	2.596915828	NA	NA	NA	NA	0.99	-0.004364805	1	0	NA	NA	166.59	2.221648928	90.32	1.955783929	NA	NA	0	152.08	2.182072104	NA	NA	NA	NA	NA	376.8	2.576110894	NA	377	2.57634135	0.377	45.24	2.191836111	0.340808078	739.2	7.78	0.890979597	3550847.86	34.03	1.88	17.95	96.91	66.78	81.85	0	331.94	34	0.09	105	2.021189299	243.34	783.94	2.894282825	1421.5	3.152746864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.93	1.612041745	0.1	1867.2	460.406	0.1	409.3	0	640	228.058	80.0252	220	2.482913126	3.929390696	-0.447985944	1.233670189	2.917742467	1.283270183	0.108318103	0.578372197	1.041392685	9766.228581	304.0276803	4379.019733	0.35646267	17.12656193	827.4513464	3.787670549	11
3765	Pteropus_lylei	2016	NA	Placental	CHIROPTERA	CHI	Chiroptera	PTEROPODIDAE	PTE	Pteropodidae	Pteropus	lylei	Lyle.s_Flying_Fox	1	VU	NA	decreasing	C	Frug	Frug	her	1	1	T	2	vol	1	NA	319.75	2.504810553	151.74	2.18110008	237.49	2.375645327	201641	5.304578843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.1287855	0.787374422	111952.43	15.05	6.58	10.82	108.48	98.87	103.67	3	148.94	8	0.08	167.45	2.223885152	259.48	1255.59	3.098847848	1749.45	3.242901535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.62	1.993964998	3.7	2014.5	1003.66	3.7	986.2	0	640	207.785	93.1857	180	2.422319398	4.137284859	-0.602361613	1.345827175	2.962152458	1.37161075	0.13723088	1.067828538	1.041392685	12353.22626	264.4352807	4622.124611	0.249826433	22.17313878	916.5421832	11.69037758	11
3932	Rhinolophus_lepidus	2078	NA	Placental	CHIROPTERA	CHI	Chiroptera	RHINOLOPHIDAE	RHN	Rhinolophidae	Rhinolophus	lepidus	Blyth.s_Horseshoe_Bat	0	LC	NA	unknown	B	Ainsect	Insect	car	3	1	T	2	vol	1	NA	5.46	0.737192643	40	1.602059991	NA	NA	1816130	6.259146932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1835	-0.736363931	3486146.34	36.63	-0.44	18.09	102.93	64.84	83.88	1	284.24	14	0.1	104.9	2.020775488	216.1	826.49	2.917237603	1384.63	3.141333737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.37	1.815378485	8.9	2078.9	739.871	8.9	653.7	0	640	209.694	90.6632	220	2.361465705	3.944496539	-0.550087582	1.44518658	3.069091517	0.764318949	-0.116725373	0.471103207	1.041392685	14243.7182	229.8612186	6427.7219	0.281781462	27.87318386	1172.442402	2.958715498	11
3949	Rhinolophus_rouxii	1151	NA	Placental	CHIROPTERA	CHI	Chiroptera	RHINOLOPHIDAE	RHN	Rhinolophidae	Rhinolophus	rouxii	Rufous_Horseshoe_Bat	0	LC	NA	unknown	B	Ainsect	Insect	car	3	1	T	2	vol	1	NA	12.25	1.088136089	48.99	1.690107439	NA	NA	4119652	6.614860531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	451.11	2.654282454	735.06	2.86632279	NA	NA	0.99	-0.004364805	1	0	NA	NA	123.54	2.091807597	2.86	0.456366033	NA	NA	28	59.42	1.773932647	11	1.041392685	NA	NA	NA	60	1.77815125	-0.051108209	NA	NA	NA	NA	NA	NA	NA	NA	NA	599516.17	22.36	6.37	14.36	96.66	72.73	84.69	22	372.79	70	0.07	117.75	2.070960916	258.78	925.29	2.966277869	1598.72	3.203772408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52.29	1.718418642	0.1	1867.2	591.345	0.1	522.9	0	640	215.263	81.0557	220	2.49725813	3.95513352	-0.532006727	1.38072906	3.045279061	0.662612711	-0.178740237	0.633880148	1.041392685	14290.11652	314.2375862	6427.065305	0.293760415	24.02863276	1109.887758	4.304078149	11
3961	Rhinolophus_subbadius	2109	NA	Placental	CHIROPTERA	CHI	Chiroptera	RHINOLOPHIDAE	RHN	Rhinolophidae	Rhinolophus	subbadius	Little_Nepalese_Horseshoe_Bat	0	LC	NA	decreasing	C	NA	NA	car	3	1	T	2	vol	1	NA	NA	NA	33.5	1.525044807	NA	NA	141242	5.149963859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	368631.78	28.18	22.83	25.51	98.36	85	91.68	1	176.56	2	0.08	186.35	2.270329397	172.2	1064.52	3.027153825	1261.81	3.100993965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	104.08	2.017367284	1.1	1554.1	910.76	1.1	1040.8	0	510	140.472	51.8038	140	2.543147027	4.03269047	-0.546417553	1.392259148	3.070970965	1.083105735	0.034670855	0.006959404	1.041392685	15316.81686	349.2585344	8510.121825	0.284172761	24.67511288	1177.527246	1.016153702	11
4027	Rousettus_leschenaultii	1138	NA	Placental	CHIROPTERA	CHI	Chiroptera	PTEROPODIDAE	PTE	Pteropodidae	Rousettus	leschenaultii	Leschenault.s_Rousette_Leschenault.s_Rousette_Shortridge.s_Rousette	0	LC	NA	stable	B	Frug	Frug	her	2	3	T	2	vol	1	NA	84.88	1.928805371	82.25	1.915135907	NA	NA	4458787	6.649216726	NA	NA	NA	NA	NA	NA	NA	10000	6	Y	753	2.876794976	322.24	2.508179449	278.81	2.445308346	NA	NA	1.01	0.004321374	2	0.301029996	NA	NA	121.66	2.085147812	12	1.079181246	NA	NA	NA	52.34	1.718833718	37	1.568201724	NA	NA	NA	NA	NA	-0.055252277	NA	NA	NA	NA	NA	NA	NA	NA	NA	5152928.23	35.35	-8.96	13.19	117.84	67.64	92.74	1	287.15	10	0.09	127.94	2.107006346	230.14	946.42	2.976083909	1436.72	3.157372137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.37	1.684576087	0.1	2078.9	575.907	0.1	483.7	0	640	219.943	85.5015	220	2.389050354	3.96225748	-0.540575641	1.432921381	3.055292755	0.912593361	-0.039722695	0.52538511	1.041392685	14022.8831	244.9347211	6209.181072	0.288021136	27.09701059	1135.776177	3.35262601	11
4134	Scotoecus_pallidus	2153	NA	Placental	CHIROPTERA	CHI	Chiroptera	VESPERTILIONIDAE	VES	Vespertilionidae	Scotoecus	pallidus	Desert_Yellow_Lesser_House_Bat._Desert_Yellow_Bat	0	LC	NA	unknown	C	NA	NA	car	3	NA	T	2	vol	1	NA	NA	NA	35.99	1.556181847	NA	NA	945530	5.975675313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	721248.22	32.89	22.01	27.45	88.61	68.01	78.31	0	426.95	13	0.11	74.78	1.873785461	217.69	661.55	2.820562674	1285.99	3.109237591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.78	1.565611725	0.1	1429.6	377.896	0.1	367.8	40	600	251.303	77.5202	260	2.735242666	3.993941116	-0.433583222	1.187411045	2.866768861	2.089759557	0.32009632	0.923778653	1.041392685	7406.185201	543.5539624	3549.773052	0.368482424	15.39611141	735.8153802	8.390322483	11
4141	Scotophilus_heathii	1066	NA	Placental	CHIROPTERA	CHI	Chiroptera	VESPERTILIONIDAE	VES	Vespertilionidae	Scotophilus	heathii	Greater_Asiatic_Yellow_House_Bat_Asiatic_Greater_Yellow_House_Bat_Common_Yellow_Bat_Greater_Asiatic_Yellow_Bat	0	LC	NA	stable	B	Ainsect	Insect	car	3	1	T	2	vol	1	NA	36.13	1.557867962	61.5	1.788875116	NA	NA	5156413	6.712347695	NA	NA	NA	NA	NA	NA	NA	15	1.204119983	Y	15	1.176091259	192.91	2.285354741	286.42	2.45700334	NA	NA	1.92	0.283301229	1	0	NA	NA	112.7	2.051923916	5.49	0.739572344	NA	NA	NA	19.17	1.282622113	20	1.301029996	NA	NA	NA	NA	NA	0.026463263	NA	NA	NA	NA	NA	NA	NA	NA	NA	5702540.76	35.57	6.05	20.81	112.07	66.15	89.11	0	253.43	9	0.09	112.43	2.050882211	222.49	846.85	2.927806492	1407.11	3.148328049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51.53	1.712060142	0.1	2014.5	584.603	0.1	515.3	0	640	213.376	81.4892	220	2.404947864	3.964797696	-0.507963729	1.370291349	3.011896138	1.045073449	0.019146814	0.551018141	1.041392685	12338.23247	254.0667685	5710.213453	0.310481888	23.45801982	1027.770476	3.556461741	11
